2025-03-17 17:39:29,300 - INFO - Running conjugate priors for file: 50_500_25_tau_-1.0
2025-03-17 17:39:29,303 - INFO - Number of biomarkers: 10
2025-03-17 17:39:53,568 - INFO - Iteration 100/1000, Acceptance Ratio 1: 9.00%, Log Likelihood 1: -11514.6078, Current Accepted Order1: {'AB': 9, 'ADAS': 8, 'AVLT-Sum': 7, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 10, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 11.00%, Log Likelihood 2: -9886.0374, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Subtype Accuracy: 0.92, 
2025-03-17 17:40:17,900 - INFO - Iteration 200/1000, Acceptance Ratio 1: 5.00%, Log Likelihood 1: -11378.5185, Current Accepted Order1: {'AB': 10, 'ADAS': 8, 'AVLT-Sum': 7, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 9, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 6.00%, Log Likelihood 2: -9965.2305, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9222222222222223, 
2025-03-17 17:40:42,146 - INFO - Iteration 300/1000, Acceptance Ratio 1: 3.67%, Log Likelihood 1: -10802.6352, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 7, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 8, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 4.33%, Log Likelihood 2: -10491.8048, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.92, 
2025-03-17 17:41:06,406 - INFO - Iteration 400/1000, Acceptance Ratio 1: 3.50%, Log Likelihood 1: -10945.1787, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 4, 'HIP-GMI': 5, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 3.25%, Log Likelihood 2: -10322.7154, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.92, 
2025-03-17 17:41:30,724 - INFO - Iteration 500/1000, Acceptance Ratio 1: 3.00%, Log Likelihood 1: -10900.8784, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 2.60%, Log Likelihood 2: -10340.3936, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9322222222222222, 
2025-03-17 17:41:54,938 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.50%, Log Likelihood 1: -11013.7216, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 2.17%, Log Likelihood 2: -10231.8619, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9055555555555556, 
2025-03-17 17:42:19,133 - INFO - Iteration 700/1000, Acceptance Ratio 1: 2.14%, Log Likelihood 1: -10810.8354, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 1.86%, Log Likelihood 2: -10434.9723, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9255555555555556, 
2025-03-17 17:42:43,340 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.88%, Log Likelihood 1: -11143.2000, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 1.62%, Log Likelihood 2: -10138.2504, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9077777777777778, 
2025-03-17 17:43:07,502 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.67%, Log Likelihood 1: -10901.5879, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 1.44%, Log Likelihood 2: -10353.7548, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9177777777777778, 
2025-03-17 17:43:31,699 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.50%, Log Likelihood 1: -10638.0782, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 1.30%, Log Likelihood 2: -10606.2706, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.9322222222222222, 
2025-03-17 17:43:32,775 - INFO - Results saved to conjugate_priors/results/50_500_25_tau_-1.0_results.json
