2025-03-17 17:30:18,795 - INFO - Running conjugate priors for file: 50_500_25_tau_-0.5
2025-03-17 17:30:18,799 - INFO - Number of biomarkers: 10
2025-03-17 17:30:43,050 - INFO - Iteration 100/1000, Acceptance Ratio 1: 15.00%, Log Likelihood 1: -11448.5695, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 9.00%, Log Likelihood 2: -10590.4611, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 7, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8455555555555555, 
2025-03-17 17:31:07,144 - INFO - Iteration 200/1000, Acceptance Ratio 1: 7.50%, Log Likelihood 1: -11605.3281, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 5.00%, Log Likelihood 2: -10379.9503, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8366666666666667, 
2025-03-17 17:31:31,292 - INFO - Iteration 300/1000, Acceptance Ratio 1: 5.00%, Log Likelihood 1: -11768.9184, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.33%, Log Likelihood 2: -10227.0791, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8522222222222222, 
2025-03-17 17:31:55,429 - INFO - Iteration 400/1000, Acceptance Ratio 1: 3.75%, Log Likelihood 1: -11329.8163, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.50%, Log Likelihood 2: -10654.7580, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8466666666666667, 
2025-03-17 17:32:19,460 - INFO - Iteration 500/1000, Acceptance Ratio 1: 3.00%, Log Likelihood 1: -11667.8324, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.00%, Log Likelihood 2: -10304.8396, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8588888888888889, 
2025-03-17 17:32:43,555 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.50%, Log Likelihood 1: -11403.6585, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.67%, Log Likelihood 2: -10592.3569, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8444444444444444, 
2025-03-17 17:33:07,714 - INFO - Iteration 700/1000, Acceptance Ratio 1: 2.14%, Log Likelihood 1: -11391.4522, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.43%, Log Likelihood 2: -10600.8070, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8388888888888889, 
2025-03-17 17:33:31,882 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.88%, Log Likelihood 1: -10947.6071, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.25%, Log Likelihood 2: -11049.1347, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8433333333333334, 
2025-03-17 17:33:56,008 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.67%, Log Likelihood 1: -11492.5456, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.11%, Log Likelihood 2: -10479.1011, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.85, 
2025-03-17 17:34:20,044 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.50%, Log Likelihood 1: -11299.5300, Current Accepted Order1: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 8, 'MMSE': 1, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.00%, Log Likelihood 2: -10696.9629, Current Accepted Order2: {'AB': 8, 'ADAS': 10, 'AVLT-Sum': 6, 'FUS-FCI': 9, 'FUS-GMI': 3, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 2, 'P-Tau': 5, 'PCC-FCI': 4}, Subtype Accuracy: 0.8444444444444444, 
2025-03-17 17:34:21,081 - INFO - Results saved to conjugate_priors/results/50_500_25_tau_-0.5_results.json
