2025-03-17 22:02:56,531 - INFO - Running conjugate priors for file: 250_500_30_tau_0.0
2025-03-17 22:02:56,534 - INFO - Number of biomarkers: 10
2025-03-17 22:03:12,887 - INFO - Iteration 100/1000, Acceptance Ratio 1: 7.00%, Log Likelihood 1: -5978.7733, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 9}, Acceptance Ratio 2: 8.00%, Log Likelihood 2: -6624.5507, Current Accepted Order2: {'AB': 5, 'ADAS': 2, 'AVLT-Sum': 8, 'FUS-FCI': 3, 'FUS-GMI': 6, 'HIP-FCI': 4, 'HIP-GMI': 7, 'MMSE': 9, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.732, 
2025-03-17 22:03:29,119 - INFO - Iteration 200/1000, Acceptance Ratio 1: 4.50%, Log Likelihood 1: -5856.5668, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 5.50%, Log Likelihood 2: -6669.6152, Current Accepted Order2: {'AB': 5, 'ADAS': 2, 'AVLT-Sum': 6, 'FUS-FCI': 4, 'FUS-GMI': 7, 'HIP-FCI': 3, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.778, 
2025-03-17 22:03:45,250 - INFO - Iteration 300/1000, Acceptance Ratio 1: 3.00%, Log Likelihood 1: -5588.2619, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 4.33%, Log Likelihood 2: -6891.3538, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 4, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 3, 'PCC-FCI': 10}, Subtype Accuracy: 0.71, 
2025-03-17 22:04:01,512 - INFO - Iteration 400/1000, Acceptance Ratio 1: 2.25%, Log Likelihood 1: -5961.6930, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 3.75%, Log Likelihood 2: -6542.7133, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 4, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 3, 'PCC-FCI': 10}, Subtype Accuracy: 0.68, 
2025-03-17 22:04:17,737 - INFO - Iteration 500/1000, Acceptance Ratio 1: 1.80%, Log Likelihood 1: -5484.4903, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 3.20%, Log Likelihood 2: -6983.9795, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.712, 
2025-03-17 22:04:34,082 - INFO - Iteration 600/1000, Acceptance Ratio 1: 1.50%, Log Likelihood 1: -5434.3578, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.67%, Log Likelihood 2: -7015.7761, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.714, 
2025-03-17 22:04:50,417 - INFO - Iteration 700/1000, Acceptance Ratio 1: 1.43%, Log Likelihood 1: -6023.2516, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 7, 'P-Tau': 6, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.29%, Log Likelihood 2: -6438.3165, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.738, 
2025-03-17 22:05:06,704 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.38%, Log Likelihood 1: -5967.1887, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 7, 'P-Tau': 5, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.50%, Log Likelihood 2: -6435.5589, Current Accepted Order2: {'AB': 4, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 6, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.76, 
2025-03-17 22:05:23,080 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.22%, Log Likelihood 1: -6015.9462, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 7, 'P-Tau': 5, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.33%, Log Likelihood 2: -6389.2710, Current Accepted Order2: {'AB': 4, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.758, 
2025-03-17 22:05:39,419 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.10%, Log Likelihood 1: -5814.7059, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 7, 'P-Tau': 5, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.10%, Log Likelihood 2: -6570.7338, Current Accepted Order2: {'AB': 4, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.774, 
2025-03-17 22:05:40,372 - INFO - Results saved to conjugate_priors/results/250_500_30_tau_0.0_results.json
