2025-03-17 17:24:04,561 - INFO - Running conjugate priors for file: 50_500_25_tau_0.5
2025-03-17 17:24:04,564 - INFO - Number of biomarkers: 10
2025-03-17 17:24:29,046 - INFO - Iteration 100/1000, Acceptance Ratio 1: 14.00%, Log Likelihood 1: -11774.7690, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 9.00%, Log Likelihood 2: -9738.6862, Current Accepted Order2: {'AB': 4, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 6, 'FUS-GMI': 7, 'HIP-FCI': 3, 'HIP-GMI': 8, 'MMSE': 10, 'P-Tau': 1, 'PCC-FCI': 9}, Subtype Accuracy: 0.5077777777777778, 
2025-03-17 17:24:53,160 - INFO - Iteration 200/1000, Acceptance Ratio 1: 7.00%, Log Likelihood 1: -10639.3353, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 5.00%, Log Likelihood 2: -10853.4331, Current Accepted Order2: {'AB': 4, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 6, 'FUS-GMI': 7, 'HIP-FCI': 3, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 8, 'PCC-FCI': 9}, Subtype Accuracy: 0.4988888888888889, 
2025-03-17 17:25:17,557 - INFO - Iteration 300/1000, Acceptance Ratio 1: 4.67%, Log Likelihood 1: -10980.4962, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.67%, Log Likelihood 2: -10407.9306, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 6, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 8, 'PCC-FCI': 9}, Subtype Accuracy: 0.46555555555555556, 
2025-03-17 17:25:41,620 - INFO - Iteration 400/1000, Acceptance Ratio 1: 3.50%, Log Likelihood 1: -9907.9835, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.25%, Log Likelihood 2: -11354.5618, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 7, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 8, 'PCC-FCI': 9}, Subtype Accuracy: 0.4444444444444444, 
2025-03-17 17:26:05,793 - INFO - Iteration 500/1000, Acceptance Ratio 1: 2.80%, Log Likelihood 1: -10487.9190, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.80%, Log Likelihood 2: -10774.5317, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.4388888888888889, 
2025-03-17 17:26:29,941 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.33%, Log Likelihood 1: -10923.1795, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.33%, Log Likelihood 2: -10349.1025, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.44333333333333336, 
2025-03-17 17:26:53,951 - INFO - Iteration 700/1000, Acceptance Ratio 1: 2.00%, Log Likelihood 1: -10264.7004, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.00%, Log Likelihood 2: -11005.7188, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.4633333333333333, 
2025-03-17 17:27:17,958 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.75%, Log Likelihood 1: -10536.7544, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.75%, Log Likelihood 2: -10713.3060, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.44555555555555554, 
2025-03-17 17:27:42,002 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.56%, Log Likelihood 1: -10106.1449, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.56%, Log Likelihood 2: -11121.8415, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.45555555555555555, 
2025-03-17 17:28:06,069 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.40%, Log Likelihood 1: -11201.5502, Current Accepted Order1: {'AB': 6, 'ADAS': 2, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.40%, Log Likelihood 2: -10053.7916, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 8, 'HIP-FCI': 6, 'HIP-GMI': 1, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.48777777777777775, 
2025-03-17 17:28:07,018 - INFO - Results saved to conjugate_priors/results/50_500_25_tau_0.5_results.json
