2025-03-17 21:50:26,143 - INFO - Running conjugate priors for file: 250_500_30_tau_0.9
2025-03-17 21:50:26,147 - INFO - Number of biomarkers: 10
2025-03-17 21:50:42,225 - INFO - Iteration 100/1000, Acceptance Ratio 1: 10.00%, Log Likelihood 1: -5413.8206, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 3, 'FUS-FCI': 2, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 9, 'P-Tau': 8, 'PCC-FCI': 10}, Acceptance Ratio 2: 11.00%, Log Likelihood 2: -5903.6770, Current Accepted Order2: {'AB': 1, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 8, 'HIP-GMI': 2, 'MMSE': 7, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.564, 
2025-03-17 21:50:58,062 - INFO - Iteration 200/1000, Acceptance Ratio 1: 6.00%, Log Likelihood 1: -6611.4613, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 6.00%, Log Likelihood 2: -4648.4957, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 8, 'HIP-GMI': 3, 'MMSE': 7, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.404, 
2025-03-17 21:51:14,492 - INFO - Iteration 300/1000, Acceptance Ratio 1: 4.00%, Log Likelihood 1: -6589.4728, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 4.33%, Log Likelihood 2: -4687.3628, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 8, 'HIP-GMI': 4, 'MMSE': 7, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.364, 
2025-03-17 21:51:30,707 - INFO - Iteration 400/1000, Acceptance Ratio 1: 3.00%, Log Likelihood 1: -5930.3534, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.75%, Log Likelihood 2: -5368.8766, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 3, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.408, 
2025-03-17 21:51:46,950 - INFO - Iteration 500/1000, Acceptance Ratio 1: 2.40%, Log Likelihood 1: -5689.6894, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.40%, Log Likelihood 2: -5600.8409, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 5, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.416, 
2025-03-17 21:52:03,163 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.00%, Log Likelihood 1: -5676.3064, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.17%, Log Likelihood 2: -5615.1499, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.422, 
2025-03-17 21:52:19,293 - INFO - Iteration 700/1000, Acceptance Ratio 1: 1.71%, Log Likelihood 1: -5614.4558, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.71%, Log Likelihood 2: -5672.2034, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.386, 
2025-03-17 21:52:35,798 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.50%, Log Likelihood 1: -5519.4250, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.38%, Log Likelihood 2: -5772.7682, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.428, 
2025-03-17 21:52:51,972 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.33%, Log Likelihood 1: -5508.7890, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.11%, Log Likelihood 2: -5784.2229, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.394, 
2025-03-17 21:53:08,486 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.20%, Log Likelihood 1: -5401.1898, Current Accepted Order1: {'AB': 1, 'ADAS': 4, 'AVLT-Sum': 2, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.90%, Log Likelihood 2: -5883.6140, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 7, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.432, 
2025-03-17 21:53:09,611 - INFO - Results saved to conjugate_priors/results/250_500_30_tau_0.9_results.json
