2025-03-17 22:00:13,425 - INFO - Running conjugate priors for file: 250_500_30_tau_-1.0
2025-03-17 22:00:13,428 - INFO - Number of biomarkers: 10
2025-03-17 22:00:29,782 - INFO - Iteration 100/1000, Acceptance Ratio 1: 9.00%, Log Likelihood 1: -5503.6509, Current Accepted Order1: {'AB': 7, 'ADAS': 6, 'AVLT-Sum': 8, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 3, 'HIP-GMI': 9, 'MMSE': 2, 'P-Tau': 10, 'PCC-FCI': 1}, Acceptance Ratio 2: 11.00%, Log Likelihood 2: -7578.1216, Current Accepted Order2: {'AB': 8, 'ADAS': 7, 'AVLT-Sum': 9, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 10}, Subtype Accuracy: 0.396, 
2025-03-17 22:00:46,013 - INFO - Iteration 200/1000, Acceptance Ratio 1: 5.00%, Log Likelihood 1: -5716.6714, Current Accepted Order1: {'AB': 7, 'ADAS': 6, 'AVLT-Sum': 8, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 3, 'HIP-GMI': 10, 'MMSE': 2, 'P-Tau': 9, 'PCC-FCI': 1}, Acceptance Ratio 2: 6.00%, Log Likelihood 2: -7338.6356, Current Accepted Order2: {'AB': 8, 'ADAS': 7, 'AVLT-Sum': 9, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 3, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.386, 
2025-03-17 22:01:02,223 - INFO - Iteration 300/1000, Acceptance Ratio 1: 4.67%, Log Likelihood 1: -5925.0082, Current Accepted Order1: {'AB': 9, 'ADAS': 8, 'AVLT-Sum': 6, 'FUS-FCI': 5, 'FUS-GMI': 4, 'HIP-FCI': 3, 'HIP-GMI': 10, 'MMSE': 2, 'P-Tau': 7, 'PCC-FCI': 1}, Acceptance Ratio 2: 4.33%, Log Likelihood 2: -7083.1485, Current Accepted Order2: {'AB': 8, 'ADAS': 7, 'AVLT-Sum': 9, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 1, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 10}, Subtype Accuracy: 0.68, 
2025-03-17 22:01:18,359 - INFO - Iteration 400/1000, Acceptance Ratio 1: 4.50%, Log Likelihood 1: -6315.9212, Current Accepted Order1: {'AB': 9, 'ADAS': 8, 'AVLT-Sum': 7, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 10, 'MMSE': 2, 'P-Tau': 3, 'PCC-FCI': 1}, Acceptance Ratio 2: 6.00%, Log Likelihood 2: -5795.4798, Current Accepted Order2: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 8, 'HIP-GMI': 9, 'MMSE': 7, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.848, 
2025-03-17 22:01:34,588 - INFO - Iteration 500/1000, Acceptance Ratio 1: 3.60%, Log Likelihood 1: -6205.3486, Current Accepted Order1: {'AB': 9, 'ADAS': 8, 'AVLT-Sum': 7, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 10, 'MMSE': 2, 'P-Tau': 3, 'PCC-FCI': 1}, Acceptance Ratio 2: 5.60%, Log Likelihood 2: -5753.8593, Current Accepted Order2: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.868, 
2025-03-17 22:01:50,798 - INFO - Iteration 600/1000, Acceptance Ratio 1: 3.50%, Log Likelihood 1: -5622.2422, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 6, 'FUS-GMI': 5, 'HIP-FCI': 4, 'HIP-GMI': 7, 'MMSE': 2, 'P-Tau': 3, 'PCC-FCI': 1}, Acceptance Ratio 2: 4.67%, Log Likelihood 2: -6297.6535, Current Accepted Order2: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 1, 'PCC-FCI': 10}, Subtype Accuracy: 0.884, 
2025-03-17 22:02:06,936 - INFO - Iteration 700/1000, Acceptance Ratio 1: 3.57%, Log Likelihood 1: -5863.5982, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 4.14%, Log Likelihood 2: -5943.7379, Current Accepted Order2: {'AB': 2, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 1, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.926, 
2025-03-17 22:02:23,146 - INFO - Iteration 800/1000, Acceptance Ratio 1: 3.12%, Log Likelihood 1: -6109.0677, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 3.75%, Log Likelihood 2: -5699.1306, Current Accepted Order2: {'AB': 1, 'ADAS': 3, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 2, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.922, 
2025-03-17 22:02:39,351 - INFO - Iteration 900/1000, Acceptance Ratio 1: 2.78%, Log Likelihood 1: -6265.8060, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 3.44%, Log Likelihood 2: -5537.2637, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 3, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.918, 
2025-03-17 22:02:55,485 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 2.50%, Log Likelihood 1: -5869.6918, Current Accepted Order1: {'AB': 10, 'ADAS': 9, 'AVLT-Sum': 8, 'FUS-FCI': 7, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 4, 'MMSE': 3, 'P-Tau': 2, 'PCC-FCI': 1}, Acceptance Ratio 2: 3.20%, Log Likelihood 2: -5916.5512, Current Accepted Order2: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 7, 'HIP-GMI': 4, 'MMSE': 8, 'P-Tau': 9, 'PCC-FCI': 10}, Subtype Accuracy: 0.924, 
2025-03-17 22:02:56,527 - INFO - Results saved to conjugate_priors/results/250_500_30_tau_-1.0_results.json
