2025-03-17 22:06:46,043 - INFO - Running conjugate priors for file: 250_500_30_tau_0.5
2025-03-17 22:06:46,046 - INFO - Number of biomarkers: 10
2025-03-17 22:07:02,505 - INFO - Iteration 100/1000, Acceptance Ratio 1: 10.00%, Log Likelihood 1: -6232.8557, Current Accepted Order1: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 1, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 10.00%, Log Likelihood 2: -5673.7105, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.29, 
2025-03-17 22:07:18,979 - INFO - Iteration 200/1000, Acceptance Ratio 1: 5.00%, Log Likelihood 1: -6311.0736, Current Accepted Order1: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 1, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 5.00%, Log Likelihood 2: -5609.1218, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.294, 
2025-03-17 22:07:35,287 - INFO - Iteration 300/1000, Acceptance Ratio 1: 3.33%, Log Likelihood 1: -5838.3551, Current Accepted Order1: {'AB': 3, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 1, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.33%, Log Likelihood 2: -6102.6792, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.34, 
2025-03-17 22:07:51,589 - INFO - Iteration 400/1000, Acceptance Ratio 1: 2.75%, Log Likelihood 1: -6222.9112, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 4, 'FUS-FCI': 3, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.50%, Log Likelihood 2: -5537.2052, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.242, 
2025-03-17 22:08:08,033 - INFO - Iteration 500/1000, Acceptance Ratio 1: 2.40%, Log Likelihood 1: -6087.2275, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.00%, Log Likelihood 2: -5652.3514, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.742, 
2025-03-17 22:08:24,343 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.00%, Log Likelihood 1: -5606.7716, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.67%, Log Likelihood 2: -6126.0003, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.784, 
2025-03-17 22:08:40,619 - INFO - Iteration 700/1000, Acceptance Ratio 1: 1.71%, Log Likelihood 1: -5760.6580, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 6, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.43%, Log Likelihood 2: -5964.5465, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.758, 
2025-03-17 22:08:56,917 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.62%, Log Likelihood 1: -6554.9632, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.25%, Log Likelihood 2: -5179.5649, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.258, 
2025-03-17 22:09:13,207 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.44%, Log Likelihood 1: -6244.0850, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.11%, Log Likelihood 2: -5513.5034, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.306, 
2025-03-17 22:09:29,495 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.30%, Log Likelihood 1: -6406.8538, Current Accepted Order1: {'AB': 1, 'ADAS': 2, 'AVLT-Sum': 3, 'FUS-FCI': 4, 'FUS-GMI': 6, 'HIP-FCI': 5, 'HIP-GMI': 9, 'MMSE': 8, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 1.00%, Log Likelihood 2: -5329.1833, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 4, 'HIP-GMI': 2, 'MMSE': 10, 'P-Tau': 7, 'PCC-FCI': 9}, Subtype Accuracy: 0.284, 
2025-03-17 22:09:30,572 - INFO - Results saved to conjugate_priors/results/250_500_30_tau_0.5_results.json
