2025-03-17 17:17:48,067 - INFO - Running conjugate priors for file: 50_500_25_tau_0.0
2025-03-17 17:17:48,071 - INFO - Number of biomarkers: 10
2025-03-17 17:18:12,159 - INFO - Iteration 100/1000, Acceptance Ratio 1: 8.00%, Log Likelihood 1: -11175.8053, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 9, 'FUS-FCI': 5, 'FUS-GMI': 6, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 4, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 10.00%, Log Likelihood 2: -11406.5762, Current Accepted Order2: {'AB': 6, 'ADAS': 1, 'AVLT-Sum': 5, 'FUS-FCI': 4, 'FUS-GMI': 8, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 10, 'P-Tau': 3, 'PCC-FCI': 9}, Subtype Accuracy: 0.3788888888888889, 
2025-03-17 17:18:35,859 - INFO - Iteration 200/1000, Acceptance Ratio 1: 5.00%, Log Likelihood 1: -13267.2093, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 9, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 5.50%, Log Likelihood 2: -9304.2042, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 4, 'FUS-GMI': 8, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 10, 'P-Tau': 3, 'PCC-FCI': 9}, Subtype Accuracy: 0.6711111111111111, 
2025-03-17 17:19:00,135 - INFO - Iteration 300/1000, Acceptance Ratio 1: 3.33%, Log Likelihood 1: -12530.9064, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 9, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.67%, Log Likelihood 2: -10034.9700, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 4, 'FUS-GMI': 8, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 10, 'P-Tau': 3, 'PCC-FCI': 9}, Subtype Accuracy: 0.6633333333333333, 
2025-03-17 17:19:24,495 - INFO - Iteration 400/1000, Acceptance Ratio 1: 2.50%, Log Likelihood 1: -12299.5484, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 9, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 3.00%, Log Likelihood 2: -10245.7805, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 8, 'HIP-FCI': 2, 'HIP-GMI': 7, 'MMSE': 10, 'P-Tau': 4, 'PCC-FCI': 9}, Subtype Accuracy: 0.6488888888888888, 
2025-03-17 17:19:48,931 - INFO - Iteration 500/1000, Acceptance Ratio 1: 2.00%, Log Likelihood 1: -12424.7908, Current Accepted Order1: {'AB': 8, 'ADAS': 3, 'AVLT-Sum': 9, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 10}, Acceptance Ratio 2: 2.60%, Log Likelihood 2: -10117.8616, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 10, 'P-Tau': 4, 'PCC-FCI': 9}, Subtype Accuracy: 0.6377777777777778, 
2025-03-17 17:20:13,341 - INFO - Iteration 600/1000, Acceptance Ratio 1: 2.00%, Log Likelihood 1: -10564.9549, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.33%, Log Likelihood 2: -11870.3733, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.7144444444444444, 
2025-03-17 17:20:37,651 - INFO - Iteration 700/1000, Acceptance Ratio 1: 1.71%, Log Likelihood 1: -10585.7412, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 2.00%, Log Likelihood 2: -11835.4724, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.72, 
2025-03-17 17:21:01,963 - INFO - Iteration 800/1000, Acceptance Ratio 1: 1.50%, Log Likelihood 1: -10583.3544, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 1.75%, Log Likelihood 2: -11856.2578, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.7166666666666667, 
2025-03-17 17:21:26,192 - INFO - Iteration 900/1000, Acceptance Ratio 1: 1.33%, Log Likelihood 1: -10966.0110, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 1.56%, Log Likelihood 2: -11460.4255, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.7388888888888889, 
2025-03-17 17:21:50,590 - INFO - Iteration 1000/1000, Acceptance Ratio 1: 1.20%, Log Likelihood 1: -10563.3788, Current Accepted Order1: {'AB': 9, 'ADAS': 3, 'AVLT-Sum': 10, 'FUS-FCI': 4, 'FUS-GMI': 5, 'HIP-FCI': 2, 'HIP-GMI': 1, 'MMSE': 6, 'P-Tau': 7, 'PCC-FCI': 8}, Acceptance Ratio 2: 1.40%, Log Likelihood 2: -11877.4031, Current Accepted Order2: {'AB': 5, 'ADAS': 1, 'AVLT-Sum': 6, 'FUS-FCI': 3, 'FUS-GMI': 7, 'HIP-FCI': 2, 'HIP-GMI': 8, 'MMSE': 9, 'P-Tau': 4, 'PCC-FCI': 10}, Subtype Accuracy: 0.7, 
2025-03-17 17:21:51,671 - INFO - Results saved to conjugate_priors/results/50_500_25_tau_0.0_results.json
